batch,dataset_name,tune_wavenumber,n_samples,n_classes,wmin,wmax,stride,n_lorentz,shared_gain,shared_phase,shared_amp_offset,reference_file,reference_mode,fit_space,phase_calibration_mode,phase_calibration_phi0,phase_calibration_phi1,phase_calibration_w0,amp_mse_mean,phase_circular_mse_mean,complex_mse_mean,residual_l2_mean,classes,analysis_groups
group2_raw_reference__1200,group2_raw_reference,1200,3,1,690.0,1750.0,4,3,0.1620971390225956,2.939927326931335,0.0,,none,complex,offset,-1.3396047155062356,0.0,1504.0,0.01611435590524568,0.8286729785631826,1.1416965055652981,0.6715545087781688,organoid,类器官1 ZX Cell 1__1200
group2_raw_reference__1280,group2_raw_reference,1280,7,2,690.0,1750.0,4,3,0.12058429518413591,3.0197431899993346,0.0,,none,complex,offset,-0.34895295915859087,0.0,1504.0,0.009524906429236202,0.8181933397609307,0.8567302213040564,0.33862495585986435,organoid|tonsil,TA0038190758_PD1_1.500__1280|人扁桃体_14_PD1_1.500__1280|类器官2 ZX Cell 2__1280
