analysis_group,class_label,specimen_name,tune_wavenumber,center_param,mean,std,cv,boundary_hit_rate,min,max,n_samples
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_3,1336.8921572324377,1.0837836899775084,0.000810673983024254,0.0,1335.8083735424602,1337.9759409224152,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_2,969.890922889274,0.8382117629687968,0.00086423302165958,0.0,969.0527111263052,970.7291346522428,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_1,764.0193361893666,0.732430527870747,0.0009586544386740611,0.0,763.2869056614959,764.7517667172374,2
类器官2 ZX Cell 2__1280,organoid,类器官2 ZX Cell 2,1280,center_3,1330.7080035546912,3.2301827142255206,0.0024274166125076288,0.0,1327.4778208404657,1333.9381862689168,2
人扁桃体_14_PD1_1.500__1280,tonsil,人扁桃体_14_PD1_1.500,1280,center_3,1478.2520844020412,94.30908544737326,0.0637977016521655,0.0,1345.389213159963,1554.7779977640596,3
人扁桃体_14_PD1_1.500__1280,tonsil,人扁桃体_14_PD1_1.500,1280,center_2,1007.7801735658537,64.71441924765,0.06421481682723454,0.0,947.3996279728896,1097.5319807050885,3
类器官2 ZX Cell 2__1280,organoid,类器官2 ZX Cell 2,1280,center_2,1193.4285420274132,86.17218931190632,0.07220557098920706,0.0,1107.2563527155069,1279.6007313393195,2
