analysis_group,class_label,specimen_name,tune_wavenumber,n_samples,eps_inf_mean,eps_inf_std,eps_inf_cv,center_1_mean,center_1_std,center_1_cv,center_2_mean,center_2_std,center_2_cv,center_3_mean,center_3_std,center_3_cv,gamma_1_mean,gamma_1_std,gamma_1_cv,gamma_2_mean,gamma_2_std,gamma_2_cv,gamma_3_mean,gamma_3_std,gamma_3_cv,strength_1_mean,strength_1_std,strength_1_cv,strength_2_mean,strength_2_std,strength_2_cv,strength_3_mean,strength_3_std,strength_3_cv
类器官1 ZX Cell 1__1200,organoid,类器官1 ZX Cell 1,1200,3,1.2475606626165987,1.4781854070467766,1.1848605453343544,731.474945432486,29.334249015504643,0.04010287597500782,957.9418872321976,13.673753703559992,0.01427409520954121,1495.0299084944727,69.81538925311273,0.046698322793701355,66.48430813326664,25.784632057109054,0.38783034344621325,149.2745007923782,8.922654065487368,0.05977346444385423,299.99999999999994,0.0,0.0,0.4441346096713652,0.11535980753809495,0.25974063949484827,4.871869350536915,2.325258939272777,0.4772826962233787,2.6725135697151834,1.0120095549678,0.37867330831748547
