sample_id,n_points,amp_abs_dev_mean,phase_abs_dev_mean,amp_std_mean,phase_std_mean,analysis_group,amp_mse,phase_circular_mse,residual_l2,eps_inf,gain,phase_shift,center_1,center_2,center_3
TA-1280-a,9,0.0182303583590948,0.0891385569085072,0.0208208736543617,0.1033462249517461,类器官1 ZX Cell 1__1200,0.0011785654699411,0.3564902261621051,0.1722199380688156,0.3080629053790082,0.1950040555519067,2.653316074632408,752.9991353690128,949.6240258994408,1453.5976005075222
TA-1280-b,4,0.0231034080990406,0.0922410551401594,0.0268025262895694,0.1045848985296549,类器官1 ZX Cell 1__1200,0.0014063309680312,0.3341622018767236,0.1706083952683026,0.1000414374510459,0.1950040555519067,2.653316074632408,751.425700928445,946.9823789032562,1438.132882189745
bian-1280-b,9,0.0256217628581394,0.7645614269321787,0.0297206442478175,0.8991653294175661,类器官1 ZX Cell 1__1200,0.003912467319591,1.4960329015134275,0.663187333947447,3.334577645019742,0.1950040555519067,2.653316074632408,690.0000000000001,977.2192568938956,1593.3592427861506
