batch,dataset_name,tune_wavenumber,n_samples,n_classes,wmin,wmax,stride,n_lorentz,shared_gain,shared_phase,shared_amp_offset,reference_file,reference_mode,fit_space,phase_calibration_mode,phase_calibration_phi0,phase_calibration_phi1,phase_calibration_w0,amp_mse_mean,phase_circular_mse_mean,complex_mse_mean,residual_l2_mean,classes,analysis_groups
group2_raw_reference__1200,group2_raw_reference,1200,3,1,690.0,1750.0,4,3,0.21880101339025151,2.793278466714282,0.0,,none,amp_phase,offset,-1.3396047155062356,0.0,1504.0,0.004680660511583804,0.8415130702404916,1.7045579369388282,0.49100030294520436,organoid,类器官1 ZX Cell 1__1200
group2_raw_reference__1280,group2_raw_reference,1280,7,2,690.0,1750.0,4,3,0.17791441222715104,3.1415926535897927,0.0,,none,amp_phase,offset,-0.34895295915859087,0.0,1504.0,0.0023850346194613206,0.8702906027909096,1.0698374172550598,0.3620214851183881,organoid|tonsil,TA0038190758_PD1_1.500__1280|人扁桃体_14_PD1_1.500__1280|类器官2 ZX Cell 2__1280
