batch,dataset_name,sample_id,class_label,specimen_name,marker,tune_wavenumber,analysis_group,n_points,eps_inf,gain,phase_shift,amp_offset,amp_mse,phase_circular_mse,amp_relative_mse,residual_l2,success,center_1,center_2,center_3,gamma_1,gamma_2,gamma_3,strength_1,strength_2,strength_3
group2_raw_reference__1200,group2_raw_reference,TA-1280-a,organoid,类器官1 ZX Cell 1,none,1200,类器官1 ZX Cell 1__1200,266,0.30806290537900827,0.1950040555519067,2.6533160746324076,0.0,0.0011785654699411029,0.35649022616210513,0.03411658016646383,0.17221993806881566,True,752.9991353690128,949.6240258994407,1453.5976005075222,48.11119341067194,154.7630592264942,299.99999999999994,0.28673889574612327,4.320414464335035,2.2473764215759666
group2_raw_reference__1200,group2_raw_reference,TA-1280-b,organoid,类器官1 ZX Cell 1,none,1200,类器官1 ZX Cell 1__1200,266,0.10004143745104592,0.1950040555519067,2.6533160746324076,0.0,0.001406330968031244,0.3341622018767236,0.038674086791150426,0.17060839526830265,True,751.425700928445,946.9823789032562,1438.132882189745,48.39280898345007,156.37031446588827,299.99999999999994,0.5600046298924246,7.955116487845715,4.068589141217941
group2_raw_reference__1200,group2_raw_reference,bian-1280-b,organoid,类器官1 ZX Cell 1,none,1200,类器官1 ZX Cell 1__1200,266,3.334577645019742,0.1950040555519067,2.6533160746324076,0.0,0.003912467319591048,1.4960329015134277,0.03030742673239358,0.663187333947447,True,690.0000000000001,977.2192568938955,1593.3592427861506,102.9489220056779,136.69012868475215,299.99999999999994,0.48566030337554783,2.3400770994299953,1.7015751463516426
