batch,dataset_name,tune_wavenumber,n_samples,n_classes,wmin,wmax,stride,n_lorentz,shared_gain,shared_phase,shared_amp_offset,reference_file,reference_mode,fit_space,phase_calibration_mode,phase_calibration_phi0,phase_calibration_phi1,phase_calibration_w0,amp_mse_mean,phase_circular_mse_mean,complex_mse_mean,residual_l2_mean,classes,analysis_groups
group2_raw_reference__1200,group2_raw_reference,1200,3,1,690.0,1750.0,4,3,0.21884354282347618,1.3312266386423761,0.0,,none,amp_phase,slope,-1.1730260212740882,-0.0037286056399680454,1504.0,0.004679441743291549,1.989667318265124,2.441599793534375,1.2004868911881157,organoid,类器官1 ZX Cell 1__1200
group2_raw_reference__1280,group2_raw_reference,1280,7,2,690.0,1750.0,4,3,0.17796382981716252,-1.0937559066516294,0.0,,none,amp_phase,slope,-0.2878047812850371,-0.0034117397039931424,1504.0,0.0023870445691532064,3.4742385503167745,3.451343462122598,1.5111674355431524,organoid|tonsil,TA0038190758_PD1_1.500__1280|人扁桃体_14_PD1_1.500__1280|类器官2 ZX Cell 2__1280
