analysis_group,n_samples,amp_mse_mean,phase_circular_mse_mean,residual_l2_mean,center_1_mean,center_1_std,center_2_mean,center_2_std,center_3_mean,center_3_std
TA0038190758_PD1_1.500__1280,2,0.0012180701817566322,0.3906975022304189,0.21383271216417343,752.0561230113304,1.1462507469371017,948.6424159334304,2.1024932530960982,1447.9123110546702,11.871247114441621
人扁桃体_14_PD1_1.500__1280,3,0.00325090567170323,1.3897747067850625,0.7126328280039296,732.5974592924658,36.89925216932133,961.2468449486432,15.777085591139587,1499.003267080682,95.9767971168345
类器官2 ZX Cell 2__1280,2,0.0022872506737324017,0.8820327078752301,0.4697404336664075,939.3773877505314,16.198671409245932,1280.8320650564665,2.0685194024504407,1379.657504587094,2.4682792687010915
