analysis_group,n_samples,amp_mse_mean,phase_circular_mse_mean,residual_l2_mean,center_1_mean,center_1_std,center_2_mean,center_2_std,center_3_mean,center_3_std
TA0038190758_PD1_1.500__1280,2,0.0012182828179288106,0.3134529008124829,0.1749221514527241,752.0702145934044,1.133956124620372,948.5277745694642,2.0224004864189804,1447.3977627432364,11.573422405034705
人扁桃体_14_PD1_1.500__1280,3,0.0032533480255261455,1.0644879200846578,0.40385586261175527,732.6089496965218,36.909111070235525,961.1408058182437,15.603849961835744,1498.1450276960186,94.77315139429395
类器官2 ZX Cell 2__1280,2,0.002288373270557353,1.1520535144235553,0.431389944749502,939.4642119799503,16.213684140241824,1280.8312302203926,2.067312749604591,1379.621543710728,2.459507417544465
