batch,source_dir,pred_plot,resid_plot,stability_plot,n_samples,n_classes,amp_mse_mean,phase_circular_mse_mean,complex_mse_mean,residual_l2_mean,reference_file,reference_mode,phase_calibration_mode,phase_calibration_phi0,phase_calibration_phi1,center_shortlist_csv
group2_raw_reference__1200,outputs\relative_analysis\group2_raw_reference,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1200\group2_raw_reference__1200_pred_vs_true.png,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1200\group2_raw_reference__1200_residuals.png,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1200\group2_raw_reference__1200_parameter_stability.png,3,1,0.04076371033321186,1.6785169557163873,1.745603263277128,0.9636204516971011,,none,slope,-1.1730260212740882,-0.0037286056399680454,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1200\center_parameter_shortlist.csv
group2_raw_reference__1280,outputs\relative_analysis\group2_raw_reference,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1280\group2_raw_reference__1280_pred_vs_true.png,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1280\group2_raw_reference__1280_residuals.png,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1280\group2_raw_reference__1280_parameter_stability.png,7,2,0.03057785071609337,2.8819445927683347,1.4753108238985944,0.9985684669165575,,none,slope,-0.2878047812850371,-0.0034117397039931424,outputs\physical_relative_report_complex_phasecal_slope\group2_raw_reference__1280\center_parameter_shortlist.csv
