batch,dataset_name,sample_id,class_label,specimen_name,marker,tune_wavenumber,analysis_group,n_points,eps_inf,gain,phase_shift,amp_offset,amp_mse,phase_circular_mse,amp_relative_mse,residual_l2,success,center_1,center_2,center_3,gamma_1,gamma_2,gamma_3,strength_1,strength_2,strength_3
group2_raw_reference__1280,group2_raw_reference,lei 1-1200-a,tonsil,TA0038190758_PD1_1.500,PD1,1280,TA0038190758_PD1_1.500__1280,266,0.10000000000000002,0.1862824295579748,2.292077162813504,0.0,0.0074333873862572905,2.182779486429949,0.14604701686265706,0.7671375790493609,True,1284.692871103833,1332.489193145381,1487.0318500973078,21.692290103744853,68.16610244893472,299.99999999999983,2.815020353956372,4.907234831034908,19.999999905835605
group2_raw_reference__1280,group2_raw_reference,lei 1-1200-b,tonsil,TA0038190758_PD1_1.500,PD1,1280,TA0038190758_PD1_1.500__1280,266,0.10000000000000002,0.1862824295579748,2.292077162813504,0.0,0.00447203633272547,1.1078784315174326,0.10580317396559302,0.3346871859564526,True,1287.2406495382036,1334.6622120632426,1488.09175897282,20.388521517544852,69.17610309149973,299.99999999999994,1.936449333471505,4.3872846953073,19.994149245002067
group2_raw_reference__1280,group2_raw_reference,lei 1-1200-e,tonsil,人扁桃体_14_PD1_1.500,PD1,1280,人扁桃体_14_PD1_1.500__1280,266,0.31354474530315984,0.1862824295579748,2.292077162813504,0.0,0.007276854203391786,0.5763938250796299,0.11586350310358083,1.0565438997508054,True,1285.0643356926385,1325.32021590463,1479.3160555338766,18.122466571561347,55.70659232246189,299.99999999999994,0.6838625242999816,1.272530643767137,8.132964511998894
group2_raw_reference__1280,group2_raw_reference,lei 2-1280-a,tonsil,人扁桃体_14_PD1_1.500,PD1,1280,人扁桃体_14_PD1_1.500__1280,266,0.10000000000000002,0.1862824295579748,2.292077162813504,0.0,0.0025003348655625477,1.587662427125571,0.045415505852697116,0.3879258723133877,True,928.3740405340988,1282.283062375222,1381.144284620376,299.99999999999994,36.859801751413606,224.8280847525093,19.999999999832404,3.372006172878006,13.126827544077887
group2_raw_reference__1280,group2_raw_reference,lei 2-1280-b,tonsil,人扁桃体_14_PD1_1.500,PD1,1280,人扁桃体_14_PD1_1.500__1280,266,0.10000000000000002,0.1862824295579748,2.292077162813504,0.0,0.0036461147455349356,2.1164653694155673,0.05492686879427311,0.47408598261237456,True,951.4430312948857,1279.3697287629434,1377.7448619940608,299.99999999999994,37.848406169852595,195.2138051238818,19.999999999974587,4.8075743699818405,11.386383662126493
group2_raw_reference__1280,group2_raw_reference,bian-1280-c,organoid,类器官2 ZX Cell 2,none,1280,类器官2 ZX Cell 2__1280,266,0.26167545930406194,0.1862824295579748,2.292077162813504,0.0,0.001626266511612507,0.7089598605553714,0.027404600481862138,0.32071729102333035,True,754.7759011590907,952.9387041564006,1453.29041353414,46.91806839225731,141.51302382387698,299.99999999999994,0.20124701782724239,3.282177354092178,2.0310273244542283
group2_raw_reference__1280,group2_raw_reference,bian-1280-d,organoid,类器官2 ZX Cell 2,none,1280,类器官2 ZX Cell 2__1280,266,0.10000000000000002,0.1862824295579748,2.292077162813504,0.0,0.0011155895385110454,0.7329257314554468,0.027338907992082193,0.21666466262871523,True,753.4154415540015,951.3715159716021,1433.0689972751136,49.968579886003255,152.9299137047584,299.99999999999994,1.3759261983131044,19.99999994108261,11.425294862733377
