sample_id,n_points,amp_abs_dev_mean,phase_abs_dev_mean,amp_std_mean,phase_std_mean,analysis_group,fit_space,complex_mse,amp_mse,phase_circular_mse,residual_l2,eps_inf,gain,phase_shift,center_1,center_2,center_3
TA-1280-a,9,0.0182303583590948,0.0891385569085072,0.0208208736543617,0.1033462249517461,TA0038190758_PD1_1.500__1280,complex,0.6671770073532228,0.0144117639112254,0.2371408322516519,0.1578512267059895,3.3669771460617963,0.1148558194216041,2.8137628220777704,1338.3660536122443,1006.8129381997038,1496.5329629178532
TA-1280-b,4,0.0231034080990406,0.0922410551401594,0.0268025262895694,0.1045848985296549,TA0038190758_PD1_1.500__1280,complex,0.5788242299954062,0.0108588836864285,0.1558031805500063,0.1335565313185893,0.1000000000000011,0.1148558194216041,2.8137628220777704,763.2891237875073,969.0520857970572,1335.8068232873864
bian-1280-b,9,0.0256217628581394,0.7645614269321787,0.0297206442478175,0.8991653294175661,人扁桃体_14_PD1_1.500__1280,complex,2.1635048254510565,0.0108490851012369,2.6628693101284333,0.7020476246424129,0.1,0.1148558194216041,2.8137628220777704,748.7320652626333,942.3942108215432,1482.2983111125168
bian-1280-c,7,0.0199322223358951,0.3260627224556627,0.0225828343617051,0.3626296280073884,人扁桃体_14_PD1_1.500__1280,complex,0.8564332994451516,0.0217775131919375,0.7174659796815521,0.5552987223335469,9.371997521618702,0.1148558194216041,2.8137628220777704,747.5276333663412,1050.3911166516198,1576.5065941731534
bian-1280-d,7,0.0313961644023785,0.2461990809810247,0.0384997414054689,0.2898802367375762,人扁桃体_14_PD1_1.500__1280,complex,0.557462662571846,0.0117579936515907,0.2192416735407162,0.1687811210183322,0.1,0.1148558194216041,2.8137628220777704,766.8716660449301,978.4081159036022,1345.3879689586745
lei 2-1280-a,5,0.0325527530931385,0.4921146370096318,0.0375657666995101,0.5713147193072639,类器官2 ZX Cell 2__1280,complex,0.6109376442653885,0.0031630722529267,0.7424177701307905,0.3564189592598274,0.1,0.1148558194216041,2.8137628220777704,1106.4803526972996,1286.63265301532,1348.9563465128124
lei 2-1280-b,4,0.0561209011342607,0.5749132470064314,0.0633935513662286,0.6173822772962327,类器官2 ZX Cell 2__1280,complex,1.1364352470753083,0.0043633847484206,1.3814913216683569,0.4850716626019487,0.1,0.1148558194216041,2.8137628220777704,1744.7047575601257,1107.2957867182042,1334.1082300654443
