analysis_group,class_label,specimen_name,tune_wavenumber,center_param,mean,std,cv,boundary_hit_rate,min,max,n_samples
类器官1 ZX Cell 1__1200,organoid,类器官1 ZX Cell 1,1200,center_1,1285.6148250003757,1.1815561079272237,0.0009190591808295906,0.0,1284.6805534395448,1287.2817377359945,3
类器官1 ZX Cell 1__1200,organoid,类器官1 ZX Cell 1,1200,center_2,1330.5726471040964,4.51208048231923,0.0033910816460412533,0.0,1324.3560878497326,1334.9275616803016,3
类器官1 ZX Cell 1__1200,organoid,类器官1 ZX Cell 1,1200,center_3,1483.9250432634033,5.416590563538612,0.003650178011435541,0.0,1476.3295411013796,1488.5832826822473,3
