epoch,train_loss,val_loss
1,0.09925179928541183,0.10356280952692032
2,0.08757061511278152,0.09659646451473236
3,0.07839950919151306,0.0943787693977356
4,0.07059149444103241,0.09489469975233078
5,0.07098717242479324,0.09589636325836182
6,0.06898223608732224,0.09664175659418106
7,0.06732074916362762,0.09692005068063736
8,0.06517192721366882,0.09718505293130875
9,0.06485442817211151,0.09684987366199493
10,0.06375475227832794,0.09605356305837631
11,0.062191981822252274,0.09523788094520569
12,0.06045159325003624,0.09462856501340866
13,0.06017937883734703,0.09484998881816864
14,0.05935630202293396,0.09529545158147812
15,0.05850594490766525,0.0961323156952858
16,0.05754729360342026,0.09728527069091797
17,0.05688623711466789,0.09839513897895813
18,0.05727172642946243,0.09908176958560944
19,0.05511806905269623,0.09917646646499634
20,0.054456014186143875,0.09895908832550049
21,0.054792337119579315,0.0991910770535469
22,0.05297696217894554,0.09956664592027664
23,0.05282655730843544,0.10008348524570465
24,0.051621902734041214,0.10069677233695984
25,0.0509195439517498,0.10123591870069504
26,0.05057987570762634,0.10161708295345306
27,0.04929545149207115,0.10160857439041138
28,0.04856441169977188,0.101541668176651
29,0.04770520329475403,0.10173982381820679
30,0.046853598207235336,0.10246206820011139
31,0.04610702767968178,0.10355113446712494
32,0.04611515253782272,0.10477516055107117
33,0.04470159485936165,0.10586553066968918
34,0.04532492905855179,0.10630227625370026
35,0.044440858066082,0.10635395348072052
36,0.04327841475605965,0.10618898272514343
37,0.04099459573626518,0.10624188929796219
38,0.04243790730834007,0.10685142874717712
39,0.041121721267700195,0.10736432671546936
40,0.04022011160850525,0.1082889586687088
