analysis_group,n_samples,amp_mse_mean,phase_circular_mse_mean,residual_l2_mean,center_1_mean,center_1_std,center_2_mean,center_2_std
类器官1 ZX Cell 1__1200,3,0.008068693697144897,2.413357815468452,1.3500360222941443,690.0000000000232,4.721768995590352e-12,925.769159349772,4.644653787922216
