analysis_group,class_label,specimen_name,tune_wavenumber,center_param,mean,std,cv,boundary_hit_rate,min,max,n_samples
类器官2 ZX Cell 2__1280,organoid,类器官2 ZX Cell 2,1280,center_3,1377.9725665987708,0.7386812035456387,0.0005360637950644504,0.0,1377.2338853952251,1378.7112478023164,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_2,947.770792704312,0.7925433198788028,0.0008362183409528865,0.0,946.9782493844332,948.5633360241908,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_1,752.6763984535519,0.716988794229394,0.0009525857270169723,0.0,751.9594096593225,753.3933872477813,2
类器官2 ZX Cell 2__1280,organoid,类器官2 ZX Cell 2,1280,center_2,1280.7076786322755,1.3376734206682386,0.0010444798941916225,0.0,1279.3700052116071,1282.0453520529436,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_3,1441.289506740799,5.924584908487645,0.004110614058299057,0.0,1435.3649218323112,1447.2140916492865,2
类器官2 ZX Cell 2__1280,organoid,类器官2 ZX Cell 2,1280,center_1,942.5224706786448,10.740100068099196,0.011395059961133856,0.0,931.7823706105456,953.262570746744,2
人扁桃体_14_PD1_1.500__1280,tonsil,人扁桃体_14_PD1_1.500,1280,center_2,962.6282457123824,14.896378518629376,0.015474695018537982,0.0,951.5917644914546,983.6867630626764,3
人扁桃体_14_PD1_1.500__1280,tonsil,人扁桃体_14_PD1_1.500,1280,center_3,1501.8497034979025,86.93149804011776,0.057882954491150995,0.0,1431.2004719292354,1624.3072211409262,3
