analysis_group,class_label,specimen_name,tune_wavenumber,center_param,mean,std,cv,boundary_hit_rate,min,max,n_samples
类器官1 ZX Cell 1__1200,organoid,类器官1 ZX Cell 1,1200,center_3,1495.338621500953,42.21680542409047,0.02823227115054056,0.0,1445.8841588113994,1549.0327318696932,3
