batch,dataset_name,sample_id,class_label,specimen_name,marker,tune_wavenumber,reference_file,reference_mode,fit_space,analysis_group,n_points,eps_inf,gain,phase_shift,amp_offset,amp_mse,phase_circular_mse,amp_relative_mse,complex_mse,complex_real_mse,complex_imag_mse,residual_l2,success,center_1,center_2,center_3,gamma_1,gamma_2,gamma_3,strength_1,strength_2,strength_3
group2_raw_reference__1280,group2_raw_reference,TA-1280-a,organoid,TA0038190758_PD1_1.500,PD1,1280,,none,complex,TA0038190758_PD1_1.500__1280,266,3.3669771460617963,0.11485581942160412,2.8137628220777704,0.0,0.014411763911225487,0.23714083225165192,0.16291722815226845,0.6671770073532228,0.4628055212170805,0.2043714861361423,0.15785122670598956,True,1338.3660536122445,1006.8129381997038,1496.5329629178532,181.02365674695847,110.57116367080697,158.92720741387848,2.836609361624466,5.5128951953867835,1.6795201249854301
group2_raw_reference__1280,group2_raw_reference,TA-1280-b,organoid,TA0038190758_PD1_1.500,PD1,1280,,none,complex,TA0038190758_PD1_1.500__1280,266,0.10000000000000114,0.11485581942160412,2.8137628220777704,0.0,0.010858883686428528,0.15580318055000633,0.10794288015030938,0.5788242299954062,0.370679255100193,0.2081449748952132,0.13355653131858936,True,763.2891237875073,969.0520857970573,1335.8068232873864,13.559944991476645,142.76051510764884,180.7373640885691,0.2422099424991741,19.99999987744516,7.440715106290544
group2_raw_reference__1280,group2_raw_reference,bian-1280-b,tonsil,人扁桃体_14_PD1_1.500,PD1,1280,,none,complex,人扁桃体_14_PD1_1.500__1280,266,0.10000000000000002,0.11485581942160412,2.8137628220777704,0.0,0.010849085101236946,2.6628693101284333,0.15785766066579113,2.1635048254510565,0.6628504202580306,1.5006544051930264,0.7020476246424129,True,748.7320652626333,942.3942108215432,1482.2983111125168,50.953446924371804,153.5778991192211,299.99999999999693,1.5525379759568079,19.999998451511786,6.28947123084987
group2_raw_reference__1280,group2_raw_reference,bian-1280-c,tonsil,人扁桃体_14_PD1_1.500,PD1,1280,,none,complex,人扁桃体_14_PD1_1.500__1280,266,9.371997521618702,0.11485581942160412,2.8137628220777704,0.0,0.02177751319193759,0.7174659796815521,0.2978930045707355,0.8564332994451516,0.35789325452331605,0.49854004492183546,0.5552987223335469,True,747.5276333663412,1050.3911166516198,1576.5065941731534,270.8871472685771,75.63969271218252,283.42633710283326,2.600807001914901e-36,2.431835413666147,4.045021042018832
group2_raw_reference__1280,group2_raw_reference,bian-1280-d,tonsil,人扁桃体_14_PD1_1.500,PD1,1280,,none,complex,人扁桃体_14_PD1_1.500__1280,266,0.10000000000000002,0.11485581942160412,2.8137628220777704,0.0,0.011757993651590705,0.21924167354071622,0.10783175541706327,0.557462662571846,0.3465396772398181,0.2109229853320277,0.1687811210183322,True,766.8716660449301,978.4081159036022,1345.3879689586743,13.871319867295897,128.1661913999644,200.98764881125018,0.2389950709514292,19.99999999999487,9.406718117720514
group2_raw_reference__1280,group2_raw_reference,lei 2-1280-a,organoid,类器官2 ZX Cell 2,none,1280,,none,complex,类器官2 ZX Cell 2__1280,266,0.10000000000000002,0.11485581942160412,2.8137628220777704,0.0,0.003163072252926743,0.7424177701307905,0.15492938421901672,0.6109376442653885,0.36867900936853726,0.2422586348968512,0.3564189592598274,True,1106.4803526972996,1286.6326530153199,1348.9563465128124,241.6804611917084,33.86586963244235,111.96499154490634,19.999999999999996,4.853487661772809,12.94037931719257
group2_raw_reference__1280,group2_raw_reference,lei 2-1280-b,organoid,类器官2 ZX Cell 2,none,1280,,none,complex,类器官2 ZX Cell 2__1280,266,0.10000000000000002,0.11485581942160412,2.8137628220777704,0.0,0.004363384748420606,1.3814913216683569,0.2525323369101977,1.1364352470753085,0.7137298525640128,0.42270539451129596,0.4850716626019487,True,1744.7047575601255,1107.2957867182042,1334.1082300654443,235.58954145820195,115.54892466235863,139.5491738776096,1.0130159033718309e-13,6.353548038422711,19.999962284257546
