analysis_group,class_label,specimen_name,tune_wavenumber,center_param,mean,std,cv,boundary_hit_rate,min,max,n_samples
类器官2 ZX Cell 2__1280,organoid,类器官2 ZX Cell 2,1280,center_2,926.7516780441343,0.6548976435265104,0.0007066592476084211,0.0,926.0967804006078,927.4065756876608,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_1,1295.5896140370264,4.933330095092629,0.0038077876216686284,0.0,1290.6562839419337,1300.522944132119,2
TA0038190758_PD1_1.500__1280,organoid,TA0038190758_PD1_1.500,1280,center_2,1449.1635526067867,7.014028403287057,0.004840053002071482,0.0,1442.1495242034996,1456.1775810100737,2
人扁桃体_14_PD1_1.500__1280,tonsil,人扁桃体_14_PD1_1.500,1280,center_1,1297.0189822853374,8.019660223274412,0.0061831479205831106,0.0,1289.3536355224624,1308.0907349866068,3
人扁桃体_14_PD1_1.500__1280,tonsil,人扁桃体_14_PD1_1.500,1280,center_2,1448.0556705131592,19.553263549351882,0.013503115900525166,0.0,1422.9153877494837,1470.599267167241,3
