analysis_group,class_label,specimen_name,tune_wavenumber,n_samples,eps_inf_mean,eps_inf_std,eps_inf_cv,eps_inf_min,eps_inf_max,eps_inf_boundary_hit_rate,center_1_mean,center_1_std,center_1_cv,center_1_min,center_1_max,center_1_boundary_hit_rate,center_2_mean,center_2_std,center_2_cv,center_2_min,center_2_max,center_2_boundary_hit_rate,gamma_1_mean,gamma_1_std,gamma_1_cv,gamma_1_min,gamma_1_max,gamma_1_boundary_hit_rate,gamma_2_mean,gamma_2_std,gamma_2_cv,gamma_2_min,gamma_2_max,gamma_2_boundary_hit_rate,strength_1_mean,strength_1_std,strength_1_cv,strength_1_min,strength_1_max,strength_1_boundary_hit_rate,strength_2_mean,strength_2_std,strength_2_cv,strength_2_min,strength_2_max,strength_2_boundary_hit_rate
类器官1 ZX Cell 1__1200,organoid,类器官1 ZX Cell 1,1200,3,0.1000000000000355,5.777667137500309e-15,5.77766713744048e-14,0.1000000000000288,0.1000000000000429,1.0,690.0000000000232,3.864795153935331e-12,5.60115239700753e-15,690.0000000000178,690.000000000027,1.0,925.7691593497722,3.79234393743153,0.004096425009551124,922.8635594924187,931.1259221255276,0.0,299.9999999999907,1.544914472002916e-12,5.149714906676529e-15,299.9999999999893,299.99999999999284,1.0,161.63146265752565,1.6988435656791547,0.01051059946960175,159.23830280851664,163.01160086648648,0.0,19.99999999999485,4.785942690919814e-12,2.392971345460404e-13,19.99999999998833,19.999999999999684,1.0,14.533819589014362,0.2830449185467752,0.019474916198952967,14.170071566075128,14.860390423975634,0.0
