sample_id,n_points,amp_abs_dev_mean,phase_abs_dev_mean,amp_std_mean,phase_std_mean,analysis_group,amp_mse,phase_circular_mse,residual_l2,eps_inf,gain,phase_shift,center_1,center_2
TA-1280-a,9,0.0182303583590948,0.0891385569085072,0.0208208736543617,0.1033462249517461,类器官1 ZX Cell 1__1200,0.0059453293563931,2.955454566836605,0.8673968335941296,0.1000000000000348,0.1394051514863244,0.4661996132107525,690.0000000000247,923.31799643137
TA-1280-b,4,0.0231034080990406,0.0922410551401594,0.0268025262895694,0.1045848985296549,类器官1 ZX Cell 1__1200,0.0059906756093249,3.0434935063455457,0.8592208388894974,0.1000000000000288,0.1394051514863244,0.4661996132107525,690.0000000000178,922.8635594924187
bian-1280-b,9,0.0256217628581394,0.7645614269321787,0.0297206442478175,0.8991653294175661,类器官1 ZX Cell 1__1200,0.0122700761257166,1.2411253732232057,2.3234903943988057,0.1000000000000429,0.1394051514863244,0.4661996132107525,690.000000000027,931.1259221255276
